Classification,L,HHGCN,HHGCF,HHGCS,HHGCT,HGCN,HGCF,HGCS,HGCT,LGCN,LGCF,LGCS,LGCT,POLYA,POLYT,POLYG,POLYC,POLYAT,POLYGC,RRC,MRRC,RRWCN30,RRWCN50,DRC,MDRC,DRWCN30,DRWCN50,DRN,DRM,DR1SS,DR1L,DR1N,DR1G,DR1S,DR2SS,DR2L,DR2N,DR2G,DR2S,DR3SS,DR3L,DR3N,DR3G,DR3S,DR4SS,DR4L,DR4N,DR4G,DR4S,DR5SS,DR5L,DR5N,DR5G,DR5S,RRN,RRM,RR1SS,RR1L,RR1N,RR1G,RR1S,RR2SS,RR2L,RR2N,RR2G,RR2S,RR3SS,RR3L,RR3N,RR3G,RR3S,RR4SS,RR4L,RR4N,RR4G,RR4S,RR5SS,RR5L,RR5N,RR5G,RR5S
Complex,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.015,0,0,0.1361,0.0309,0,0,7,22,519,72,2,0,144,666,21,2,0,42,101,16,2,181,213,1928,15,2,182,212,897,14,2,0,27,9,18,82,34,2,2009,2077,287,27,2,1613,1667,101,16,2,1810,1842,298,16,2,1613,1645,101,15,2,2009,2039
Complex,2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538,0.0126,0,0,0.1218,0.026,0,0,8,21,519,72,2,0,144,666,21,2,0,42,101,16,2,181,213,2366,15,2,182,212,897,14,2,0,27,9,18,82,34,2,2447,2515,287,27,2,2051,2105,101,16,2,2248,2280,298,16,2,2051,2083,101,15,2,2447,2477
Complex,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7333,0.3222,0,0,5,16,91,25,2,35,85,9,19,2,2,40,114,15,2,0,27,10,11,3,10,53,117,11,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,5747,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,48,0,0.0125,0.0021,0,0,0.189,0.0084,0,0,59,10,1178,20,2,4387,4427,2982,13,2,63,89,318,12,2,2904,2928,968,12,2,2233,2257,1995,12,2,1978,2002,3,12,2063,12,2,2694,2718,1332,12,2,2060,2084,1815,12,2,1359,1383,0,0,0,0,0,0,0,0,0,0
Complex,5746,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,48,0,0.0125,0.0021,0,0,0.189,0.0084,0,0,59,10,1178,20,2,4386,4426,2982,13,2,63,89,318,12,2,2904,2928,968,12,2,2233,2257,1995,12,2,1977,2001,3,12,2063,12,2,2693,2717,1332,12,2,2060,2084,1815,12,2,1359,1383,0,0,0,0,0,0,0,0,0,0
Complex,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.008,0.004,0,0,0.0698,0.0329,0,0,7,16,102,53,2,0,99,43,12,2,0,14,1586,11,2,1074,1096,1612,11,2,0,15,787,10,2,300,320,1,12,47,12,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0066,0.0033,0,0,0.092,0.0284,0,0,13,14,102,53,2,0,99,1816,14,2,754,782,2042,14,2,0,17,43,12,2,0,14,2788,12,2,300,324,1,12,47,12,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,3746,0,0,0,0,3,40,34,30,0,0,0,0,0,0,0,0,0,21,0.0128,0.0032,0,0,0.0985,0.0264,0,0,16,13,102,53,2,0,99,43,12,2,0,14,1447,12,2,57,81,545,11,2,1675,1697,1236,11,2,1503,1525,2,12,260,12,2,177,201,47,12,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.01,0.005,0,0,0.0791,0.0412,0,0,6,18,102,53,2,0,99,43,15,2,1906,1936,43,14,3,0,1935,299,10,2,848,868,1093,10,2,569,589,1,12,47,12,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2647,0.0294,0,0,0.0267,0.0134,0,0,1,10,116,10,2,489,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,293,22,2,108,152,349,20,2,0,40,112,17,2,483,517,80,14,2,553,581,167,14,2,379,407
Complex,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537,0.0312,0,0,18,11,296,16,2,17,49,571,15,2,0,18,301,14,2,85,113,135,13,2,376,402,31,11,2,334,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.0091,0,0,29,10,866,12,2,822,846,30,11,2,1318,1340,262,11,2,1138,1160,467,11,2,61,83,605,11,2,88,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2485,0.0131,0,0,35,10,601,13,2,1180,1206,736,12,2,1414,1438,2,11,2,301,323,131,11,2,2153,2175,137,11,2,199,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2121,0.013,0,0,15,10,299,13,2,854,880,1104,12,2,108,132,110,11,2,827,849,206,11,2,247,269,816,11,2,127,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1607,0.0084,0,0,22,10,1277,15,2,0,21,89,14,2,0,17,338,11,2,766,788,808,11,2,1594,1616,1632,11,2,202,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1934,0,0,0,0,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0.0124,0.0062,0,0,0.2079,0.0093,0,0,21,10,961,13,2,746,772,1093,13,2,110,136,46,11,2,1292,1314,308,11,2,841,863,650,11,2,76,98,1,12,1049,12,2,72,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1341,0.0244,0,0,13,10,553,11,2,1050,1072,1183,11,2,346,368,1459,11,2,7,29,361,10,2,326,346,523,10,2,170,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3352,0.0345,0,0,36,10,343,12,2,936,960,642,12,2,270,294,666,12,2,147,171,778,12,2,129,153,1471,12,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1344,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1518,0.0312,0,0,14,11,770,17,2,0,32,764,14,2,31,59,761,12,2,48,72,776,12,2,144,168,33,11,2,1249,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3761,0.0143,0,0,48,10,144,14,2,1645,1673,255,13,2,584,610,831,13,2,842,868,1110,13,2,317,343,1180,13,2,398,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206,0.0103,0,0,0.1175,0.0088,0,0,8,10,70,11,2,481,503,111,11,2,16,38,332,11,2,7,29,950,11,2,19,41,1296,11,2,0,12,1,14,632,14,2,179,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1707,1,31,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0.1013,0.0088,0,0,10,10,123,14,2,55,83,149,11,2,31,53,985,11,2,100,122,95,10,2,17,37,123,10,3,17,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1041,0,0,0,0,2,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2219,0.0548,0,0,15,11,514,14,2,4,32,476,13,2,104,130,496,13,2,65,91,580,12,2,6,30,58,11,2,303,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346,0.007,0,0,0.4419,0.0281,0,0,61,11,1660,18,2,99,135,409,15,2,0,16,465,15,2,186,216,1762,15,2,0,21,630,14,2,202,230,4,12,1636,13,2,10,36,374,13,2,977,1003,1636,12,2,129,153,1636,12,2,12,36,0,0,0,0,0
Complex,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2786,0.0079,0,0,45,10,1023,14,2,1312,1340,1059,14,2,751,779,927,13,2,1148,1174,77,12,2,2400,2424,288,11,2,313,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0.9293,0.1741,25,25,8,169,371,256,2,480,992,372,255,3,113,991,9,251,2,485,987,9,250,4,118,1354,279,88,2,648,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,9515,1,47,0,0,2,70,65,0,0,0,0,0,0,0,0,0,0,0,0.0188,0.0018,0,0,0.1917,0.0192,0,0,76,13,234,183,2,5908,6274,1946,21,2,154,196,2354,19,2,0,36,1808,16,2,4431,4463,2064,15,2,98,128,13,13,2447,15,2,73,103,1989,15,2,102,132,1987,15,2,23,53,1988,14,2,23,51,2023,14,2,0,16
Complex,1568,0,0,0,0,4,42,42,38,0,0,0,0,0,0,0,0,48,0,0.0153,0.0077,0,0,0.0548,0.023,0,0,5,12,1339,17,2,0,20,1085,15,2,1,31,1086,11,3,0,27,719,10,2,351,371,1200,10,2,283,303,1,12,1029,12,2,83,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0.0327,0.0082,0,0,0.1391,0.022,0,0,9,14,33,35,2,1456,1526,1270,15,2,0,17,1,12,2,1565,1589,270,12,5,0,190,273,12,2,198,222,4,13,33,13,2,1499,1525,33,13,2,8,34,1524,13,2,8,34,54,13,2,1457,1483,0,0,0,0,0
Complex,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.0425,0.0212,0,0,0.2291,0.1093,0,0,11,13,361,20,2,35,75,365,17,2,4,38,365,16,3,5,71,383,16,2,0,29,412,16,2,0,32,1,14,579,14,2,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2208,0.0189,0,0,19,10,914,16,2,0,31,76,11,2,1306,1328,131,11,2,73,95,608,11,2,886,908,760,11,2,486,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213,0.0107,0,0,0.2302,0.0213,0,0,14,11,1095,16,2,0,19,662,13,2,300,326,17,12,2,644,668,174,11,2,166,188,334,11,2,70,92,1,12,6,12,2,601,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1591,0.0184,0,0,11,10,54,11,2,367,389,83,11,2,0,17,557,11,2,10,32,750,11,2,432,454,1121,11,2,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0.1659,0.0347,0,0,29,12,1284,22,2,112,156,1271,19,2,23,61,1227,18,3,24,104,1241,17,2,0,29,1229,15,4,27,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.0098,0.0049,0,0,0.1176,0.0146,0,0,18,11,76,17,2,0,27,1764,15,2,140,170,1820,14,2,11,39,1996,14,2,22,50,1819,13,2,125,151,1,12,1239,12,2,918,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,950,1,173,0,0,1,195,0,0,0,0,0,0,0,0,0,0,0,189,0.0253,0.0126,0,0,0.1126,0.0263,0,0,4,15,588,25,2,8,58,557,13,3,20,79,538,12,2,138,162,753,10,2,113,133,0,0,0,0,0,1,12,202,12,2,558,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9046,0.3406,0,0,2,166,9,250,2,118,618,279,82,2,286,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,12921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145,0.0011,0,0,0.6522,0.0071,0,0,755,10,3480,18,2,2781,2817,913,17,3,2551,5384,3348,17,2,2029,2063,237,15,2,7617,7647,1968,15,2,9087,9117,9,12,4663,14,2,379,407,2773,13,2,8808,8834,8293,13,2,1129,1155,2774,12,2,8808,8832,2774,12,2,8115,8139
Complex,3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3729,0.0086,0,0,88,10,2763,13,2,401,427,34,12,2,1947,1971,926,12,2,1143,1167,1097,12,2,1586,1610,2875,12,2,705,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1582,0.012,0,0,14,10,895,12,2,522,546,397,11,2,1092,1114,1349,11,2,211,233,4,10,2,368,388,126,10,2,68,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154,0.0057,0,0,0.265,0.0121,0,0,41,10,400,13,2,1958,1984,11,12,2,2134,2158,929,12,2,834,858,7,11,2,947,969,22,11,2,256,278,2,12,1689,12,2,167,191,1102,12,2,573,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2028,0.0286,0,0,10,30,1147,35,2,73,143,1040,34,2,2,70,1041,34,2,38,106,1148,34,3,2,142,1038,33,2,111,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1927,0.0295,0,0,9,32,1111,35,2,73,143,1004,34,2,2,70,1005,34,2,38,106,1112,34,3,2,142,1002,33,2,111,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.0319,0,0,10,30,1015,35,2,73,143,908,34,2,2,70,909,34,2,38,106,1016,34,3,2,142,906,33,2,111,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2229,0.0286,0,0,11,29,1147,35,2,73,143,1040,34,2,2,70,1041,34,2,38,106,1148,34,3,2,142,1038,33,2,111,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2134,0.0295,0,0,10,30,1111,35,2,73,143,1004,34,2,2,70,1005,34,2,38,106,1112,34,3,2,142,1002,33,2,111,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2086,0.0319,0,0,9,32,1015,35,2,73,143,908,34,2,2,70,909,34,2,38,106,1016,34,3,2,142,906,33,2,111,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2709,0.0419,0,0,32,11,1135,21,2,24,66,347,15,2,744,774,384,14,2,760,788,399,14,2,760,788,774,14,2,364,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754,0.011,0,0,0.2839,0.0903,0,0,14,25,1003,188,2,7,383,79,21,2,172,214,174,17,2,252,286,120,15,2,307,337,215,15,2,98,128,26,15,1066,23,2,210,256,1066,23,2,15,61,1261,23,2,15,61,1104,23,2,134,180,174,17,2,251,285
Complex,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754,0.011,0,0,0.2839,0.0903,0,0,14,25,1003,188,2,7,383,79,21,2,172,214,174,17,2,252,286,120,15,2,307,337,215,15,2,98,128,26,15,1066,23,2,210,256,1066,23,2,15,61,1261,23,2,15,61,1104,23,2,134,180,174,17,2,251,285
Complex,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1302,0.0139,0,0,11,11,931,17,2,13,47,1191,13,2,0,19,1526,11,2,67,89,31,10,2,1010,1030,225,10,2,578,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1478,0.014,0,0,12,11,931,17,2,13,47,1148,13,2,287,313,1176,13,2,0,19,367,11,2,698,720,1511,11,2,67,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1127,0.0139,0,0,9,11,736,16,2,14,46,279,13,2,0,19,614,11,2,67,89,93,10,2,113,133,292,10,2,170,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1425,0.0141,0,0,11,11,721,16,2,14,46,236,13,2,287,313,264,13,2,0,19,164,11,2,885,907,599,11,2,67,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449,0.0384,0,0,17,12,246,31,2,434,496,366,17,2,418,452,14,14,2,445,473,278,14,2,451,479,28,12,2,549,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.8528,0.3547,15,15,17,38,16,377,2,502,1256,384,77,2,358,512,246,31,3,383,910,366,17,3,418,896,14,14,2,445,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.5081,0.0487,13,0,20,17,367,60,2,375,495,193,37,2,809,883,16,29,2,817,875,334,29,2,838,896,231,19,2,827,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.5126,0.0488,13,0,18,19,367,60,2,375,495,197,49,2,797,895,16,34,2,812,880,64,30,2,816,876,332,25,2,839,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.4415,0.0491,13,0,16,18,367,60,2,375,495,218,32,2,814,878,64,30,2,816,876,16,29,2,817,875,342,21,2,837,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.7737,0.2865,12,12,10,49,16,347,2,499,1193,367,60,2,375,495,17,17,3,403,863,333,12,3,399,858,215,11,3,403,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.483,0.0869,13,0,19,18,367,61,2,374,496,17,46,2,800,892,197,39,2,807,885,64,18,2,828,864,442,18,2,402,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.4856,0.0731,12,0,17,20,193,63,2,780,906,367,61,2,374,496,333,30,2,822,882,17,28,2,818,874,442,18,2,402,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.4614,0.0482,14,0,24,14,400,60,2,351,471,246,31,2,845,907,232,17,2,427,461,366,17,2,829,863,461,17,2,409,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2576,0.015,0,0,32,10,1852,12,2,0,15,369,11,2,1282,1304,449,11,2,220,242,498,11,2,1306,1328,737,11,2,70,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0.0056,0,0,0.2111,0.015,0,0,28,10,33,11,2,1491,1513,432,11,2,1282,1304,512,11,2,220,242,746,11,2,424,446,800,11,2,70,92,1,12,467,12,2,1439,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4023,0.0388,0,0,22,10,403,14,2,52,80,229,12,2,138,162,101,11,2,322,344,340,11,2,256,278,343,11,2,55,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.0133,0,0,0.2679,0.2679,0,0,1,187,511,187,2,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,133,13,2,607,633,133,13,2,532,558,133,13,2,457,483,133,13,2,382,408,237,12,2,124,148
Complex,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0.0133,0,0,0.2686,0.2686,0,0,1,188,207,188,2,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,214,13,2,608,634,289,13,2,533,559,364,13,2,458,484,439,13,2,383,409,595,12,2,124,148
Complex,2403,1,80,0,0,5,114,112,46,0,0,0,0,0,0,0,0,0,0,0.01,0.005,0,0,0.1677,0.015,0,0,25,10,2377,14,2,0,17,117,12,2,18,42,236,12,2,60,84,1403,12,2,0,17,1423,12,2,330,354,1,12,1261,12,2,402,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,2403,1,80,0,0,5,114,112,46,0,0,0,0,0,0,0,0,0,0,0.01,0.005,0,0,0.1677,0.015,0,0,25,10,2377,14,2,0,17,117,12,2,18,42,236,12,2,60,84,1403,12,2,0,17,1423,12,2,330,354,1,12,1261,12,2,402,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1636,0.0246,0,0,13,10,74,11,2,365,387,540,11,2,529,551,1071,11,2,1,23,1089,11,2,22,44,74,10,4,2,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,5428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.0033,0,0,0.1323,0.0133,0,0,33,14,1753,72,2,0,144,324,21,2,172,214,1900,21,2,0,42,419,17,2,252,286,50,15,2,2160,2190,22,14,419,17,2,251,285,687,17,2,0,18,365,15,2,310,340,365,15,2,41,71,687,15,2,0,18
Complex,1807,0,0,0,0,0,0,0,0,2,155,147,0,152,0,0,0,0,0,0,0,0,0,0.1234,0.0127,0,0,11,11,895,13,2,0,19,254,12,2,714,738,206,11,2,715,737,272,11,2,715,737,368,11,2,715,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.01,0,0,0.1479,0.0135,0,0,12,10,88,11,2,124,146,635,11,2,40,62,131,10,2,445,465,226,10,2,0,11,274,10,2,773,793,2,13,911,14,2,34,62,834,12,2,509,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2957,0.2566,0,0,5,59,947,254,2,0,380,714,11,2,0,17,726,11,2,0,14,288,10,2,8,28,648,10,2,74,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex,1581,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.4902,0.2366,20,0,4,99,76,366,2,102,834,439,11,2,4,26,1206,11,2,0,14,437,10,2,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
